entry_ts,exit_ts,entry_i,year,days,units,entry_px,gross,net
2019-07-31 00:00:00+00:00,2019-08-09 00:00:00+00:00,3178,2019,9,3,3014.95,-0.012015111185650018,-0.01337103549507427
2019-08-13 00:00:00+00:00,2019-08-14 00:00:00+00:00,3187,2019,1,1,2881.8900000000003,0.016579397548136754,0.016079625263282025
2019-08-15 00:00:00+00:00,2019-08-19 00:00:00+00:00,3189,2019,4,1,2833.16,0.02230018777619347,0.021336113895595286
2019-08-26 00:00:00+00:00,2019-08-30 00:00:00+00:00,3196,2019,4,1,2824.4300000000003,0.03486013107069397,0.03389496622130646
2019-09-04 00:00:00+00:00,2019-09-05 00:00:00+00:00,3203,2019,1,1,2904.3100000000004,0.011355537115528058,0.010858443476151485
2019-09-23 00:00:00+00:00,2019-10-07 00:00:00+00:00,3216,2019,14,1,3000.55,-0.02282248254486674,-0.0252946436671795
2019-10-09 00:00:00+00:00,2019-10-11 00:00:00+00:00,3228,2019,2,1,2894.24,0.0189998065122452,0.018348737108494606
2019-12-03 00:00:00+00:00,2019-12-09 00:00:00+00:00,3268,2019,6,2,3114.57,0.014160282932608292,0.012997777406022757
2019-12-10 00:00:00+00:00,2019-12-11 00:00:00+00:00,3273,2019,1,1,3132.99,0.0006415596602606932,0.00016959797190547983
2019-12-30 00:00:00+00:00,2019-12-31 00:00:00+00:00,3286,2019,1,1,3237.5,-0.0049482625482625275,-0.005409920634920614
2020-01-02 00:00:00+00:00,2020-01-03 00:00:00+00:00,3288,2020,1,1,3233.61,0.00822300772201956,0.007760978055485871
2020-01-06 00:00:00+00:00,2020-01-07 00:00:00+00:00,3290,2020,1,1,3220.21,0.007188972147779138,0.006725655616317594
2020-01-27 00:00:00+00:00,2020-02-05 00:00:00+00:00,3305,2020,9,2,3267.88,0.014576653349610003,0.012970753998965554
2020-02-21 00:00:00+00:00,2020-03-05 00:00:00+00:00,3324,2020,13,3,3367.1000000000004,-0.0403190524679824,-0.04215537063700758
2020-06-12 00:00:00+00:00,2020-06-17 00:00:00+00:00,3406,2020,5,1,3014.4,0.036056926751592444,0.03496129688605812
2020-06-18 00:00:00+00:00,2020-06-23 00:00:00+00:00,3410,2020,5,1,3116.09,0.0022656598493624447,0.001180855967646006
2020-07-14 00:00:00+00:00,2020-07-15 00:00:00+00:00,3428,2020,1,1,3158.66,0.01711485250074407,0.01664548477659663
2020-08-28 00:00:00+00:00,2020-08-31 00:00:00+00:00,3461,2020,3,1,3492.6400000000003,0.00537129506619638,0.004626645364728913
2020-09-01 00:00:00+00:00,2020-09-02 00:00:00+00:00,3463,2020,1,1,3495.33,0.010388146469718196,0.009949272672394338
2020-09-03 00:00:00+00:00,2020-09-16 00:00:00+00:00,3465,2020,13,1,3579.19,-0.0484383338129577,-0.050703837747584746
2020-09-21 00:00:00+00:00,2020-09-28 00:00:00+00:00,3477,2020,7,2,3321.3900000000003,0.0006921660055905221,-0.0006037212363290551
2020-10-07 00:00:00+00:00,2020-10-08 00:00:00+00:00,3489,2020,1,1,3347.48,0.02006285325080359,0.01961134329240039
2020-10-16 00:00:00+00:00,2020-10-19 00:00:00+00:00,3496,2020,3,1,3485.93,-0.0015060543384404212,-0.0022512551648100464
2020-10-20 00:00:00+00:00,2020-10-23 00:00:00+00:00,3498,2020,3,2,3442.47,0.0067372833649126385,0.00614103548558948
2020-10-27 00:00:00+00:00,2020-11-04 00:00:00+00:00,3504,2020,8,3,3404.74,0.005114446786998868,0.003746823121117928
2020-12-10 00:00:00+00:00,2020-12-11 00:00:00+00:00,3536,2020,1,1,3671.37,-0.00036226258862492866,-0.0007874182525868828
2020-12-14 00:00:00+00:00,2020-12-16 00:00:00+00:00,3538,2020,2,1,3679.37,0.004604049062747251,0.004026707848233776
2020-12-22 00:00:00+00:00,2020-12-24 00:00:00+00:00,3544,2020,2,1,3693.91,-9.204339033697106e-05,-0.0006683147998250804
2021-01-05 00:00:00+00:00,2021-01-06 00:00:00+00:00,3552,2021,1,1,3704.41,0.005787696286318145,0.005364969987723287
2021-01-07 00:00:00+00:00,2021-01-08 00:00:00+00:00,3554,2021,1,1,3759.65,0.011926642107642937,0.011507882124074727
2021-01-18 00:00:00+00:00,2021-01-20 00:00:00+00:00,3561,2021,2,1,3754.98,0.012553994961358006,0.011982126402803765
2021-01-28 00:00:00+00:00,2021-02-03 00:00:00+00:00,3569,2021,6,1,3741.99,0.025539886530963507,0.024355982378360213
2021-02-19 00:00:00+00:00,2021-02-25 00:00:00+00:00,3585,2021,6,2,3914.38,0.0071873496191050545,0.006319683864729834
2021-02-26 00:00:00+00:00,2021-03-02 00:00:00+00:00,3590,2021,4,1,3825.85,0.02084896166864869,0.019976470733446203
2021-03-04 00:00:00+00:00,2021-03-10 00:00:00+00:00,3594,2021,6,1,3820.74,0.014934279746855461,0.01375588367698418
2021-03-21 00:00:00+00:00,2021-03-23 00:00:00+00:00,3607,2021,2,1,3903.75,0.01027217419148263,0.009710454691002323
2021-04-21 00:00:00+00:00,2021-04-22 00:00:00+00:00,3630,2021,1,1,4129.23,0.00886605977385635,0.00847110609403388
2021-04-23 00:00:00+00:00,2021-04-26 00:00:00+00:00,3632,2021,3,1,4136.96,0.009765625000000222,0.009065568275577779
2021-05-05 00:00:00+00:00,2021-05-07 00:00:00+00:00,3640,2021,2,1,4166.47,0.00901962572633419,0.008474058842243929
2021-05-11 00:00:00+00:00,2021-05-17 00:00:00+00:00,3644,2021,6,2,4183.33,0.01297060535562955,0.011964012623054228
2021-05-20 00:00:00+00:00,2021-05-21 00:00:00+00:00,3651,2021,1,1,4111.87,0.01076152699380084,0.01036555086588067
2021-06-10 00:00:00+00:00,2021-06-11 00:00:00+00:00,3666,2021,1,1,4222.78,0.0042886439738749615,0.0038990553747898934
2021-06-17 00:00:00+00:00,2021-06-22 00:00:00+00:00,3671,2021,5,1,4214.47,0.0035022197334420024,0.00250105308483481
2021-07-09 00:00:00+00:00,2021-07-12 00:00:00+00:00,3687,2021,3,1,4318.91,0.011947458965340774,0.011257585729578355
2021-07-14 00:00:00+00:00,2021-07-15 00:00:00+00:00,3690,2021,1,1,4367.860000000001,0.0015797209617522956,0.0011979981170538749
2021-07-19 00:00:00+00:00,2021-07-22 00:00:00+00:00,3693,2021,3,2,4325.31,0.015215554430695444,0.014600933687280587
2021-07-28 00:00:00+00:00,2021-07-29 00:00:00+00:00,3700,2021,1,1,4387.84,0.003085800758459767,0.0027051204135874734
2021-08-03 00:00:00+00:00,2021-08-04 00:00:00+00:00,3704,2021,1,1,4391.77,0.00577443718591808,0.005393960780935326
2021-08-18 00:00:00+00:00,2021-08-23 00:00:00+00:00,3715,2021,5,1,4440.96,-0.0007048025652111045,-0.0016938679925061037
2021-09-08 00:00:00+00:00,2021-09-23 00:00:00+00:00,3730,2021,15,3,4518.91,-0.010216269464016325,-0.011765461689656672
2021-09-29 00:00:00+00:00,2021-10-07 00:00:00+00:00,3745,2021,8,1,4359.139999999999,0.0012502466082762176,-0.00020137866133608626
2021-10-13 00:00:00+00:00,2021-10-14 00:00:00+00:00,3755,2021,1,1,4337.51,0.006132550703053186,0.005749225906363636
2021-10-28 00:00:00+00:00,2021-10-29 00:00:00+00:00,3766,2021,1,1,4556.61,0.0065728688652311185,0.006200629689615913
2021-11-09 00:00:00+00:00,2021-11-10 00:00:00+00:00,3775,2021,1,1,4698.23,-0.0036183839445919075,-0.003984007836757444
2021-11-11 00:00:00+00:00,2021-11-15 00:00:00+00:00,3777,2021,4,1,4650.42,0.00821216148218884,0.007386016030093473
2021-11-23 00:00:00+00:00,2021-11-24 00:00:00+00:00,3785,2021,1,1,4688.13,-7.252358616338661e-05,-0.00043860602912749666
2021-11-25 00:00:00+00:00,2021-11-26 00:00:00+00:00,3787,2021,1,1,4703.45,0.001539295623425474,0.001173907952909387
2021-11-29 00:00:00+00:00,2021-12-08 00:00:00+00:00,3789,2021,9,1,4605.56,0.01992374434379296,0.018331615482156154
2021-12-21 00:00:00+00:00,2021-12-23 00:00:00+00:00,3805,2021,2,1,4578.0,0.026317169069462576,0.02579317751565451
2022-01-06 00:00:00+00:00,2022-01-12 00:00:00+00:00,3816,2022,6,1,4701.4,0.002694941932190442,0.001565572666298013
2022-01-14 00:00:00+00:00,2022-01-31 00:00:00+00:00,3822,2022,17,3,4663.04,-0.025540237112047375,-0.027695131255480034
2022-02-07 00:00:00+00:00,2022-02-08 00:00:00+00:00,3838,2022,1,1,4501.9,-0.002239054621382075,-0.002613960833820774
2022-04-04 00:00:00+00:00,2022-04-05 00:00:00+00:00,3881,2022,1,1,4545.91,0.007952203189240503,0.007579447453254138
2022-04-08 00:00:00+00:00,2022-04-20 00:00:00+00:00,3885,2022,12,1,4500.43,-0.012492139639989963,-0.014547673963006505
2023-02-10 00:00:00+00:00,2023-02-14 00:00:00+00:00,4103,2023,4,1,4087.77,0.012679284793420509,0.011823541523455059
2023-02-21 00:00:00+00:00,2023-03-06 00:00:00+00:00,4110,2023,13,2,4066.37,0.002682822637015192,0.0005251356249033863
2023-03-20 00:00:00+00:00,2023-03-21 00:00:00+00:00,4131,2023,1,1,3935.6,0.004863299115763775,0.004456430475093427
2023-04-13 00:00:00+00:00,2023-04-14 00:00:00+00:00,4149,2023,1,1,4090.34,0.012492849005216966,0.012095592773325349
2023-04-24 00:00:00+00:00,2023-04-25 00:00:00+00:00,4156,2023,1,1,4126.63,0.0021034112580968767,0.0017083049943632464
2023-04-26 00:00:00+00:00,2023-04-28 00:00:00+00:00,4158,2023,2,2,4089.88,0.013456981144548186,0.012982570861831827
2023-05-04 00:00:00+00:00,2023-05-08 00:00:00+00:00,4164,2023,4,1,4069.26,0.015983250025803253,0.015126393988096152
2023-05-24 00:00:00+00:00,2023-05-29 00:00:00+00:00,4178,2023,5,1,4146.48,0.01956599332445852,0.018560936022843654
2023-06-21 00:00:00+00:00,2023-06-23 00:00:00+00:00,4198,2023,2,1,4385.75,-0.0005221455851336376,-0.0010557123132366479
2023-06-27 00:00:00+00:00,2023-06-28 00:00:00+00:00,4202,2023,1,1,4335.4,0.0089288185634544,0.008545381561614251
2023-07-07 00:00:00+00:00,2023-07-12 00:00:00+00:00,4210,2023,5,1,4406.91,0.006886911690958231,0.005896106436634151
2023-07-28 00:00:00+00:00,2023-07-31 00:00:00+00:00,4225,2023,3,1,4541.23,0.009120876943030876,0.008442338951488203
2023-08-03 00:00:00+00:00,2023-08-15 00:00:00+00:00,4229,2023,12,2,4511.82,-0.001710658182270175,-0.0034607924206195703
2023-08-16 00:00:00+00:00,2023-08-24 00:00:00+00:00,4238,2023,8,2,4437.72,0.013286169020564675,0.011989527820770828
2023-09-07 00:00:00+00:00,2023-09-12 00:00:00+00:00,4254,2023,5,2,4464.49,0.0055852159453414485,0.004673464694626081
2023-09-21 00:00:00+00:00,2023-10-06 00:00:00+00:00,4264,2023,15,3,4399.41,-0.02212074117820669,-0.024387653803537385
2023-10-16 00:00:00+00:00,2023-10-17 00:00:00+00:00,4281,2023,1,1,4329.35,0.010976243546952702,0.010592484213052181
2023-10-19 00:00:00+00:00,2023-10-31 00:00:00+00:00,4284,2023,12,3,4318.860000000001,-0.014743726299948209,-0.016100727224874767
2023-12-21 00:00:00+00:00,2023-12-22 00:00:00+00:00,4330,2023,1,1,4699.91,0.010383177550208345,0.010017629740664
2024-01-04 00:00:00+00:00,2024-01-09 00:00:00+00:00,4338,2024,5,2,4709.95,0.012579036819803324,0.011678859279566866
2024-01-18 00:00:00+00:00,2024-01-19 00:00:00+00:00,4348,2024,1,1,4736.29,0.009496884692449248,0.0091329711945192
2024-02-01 00:00:00+00:00,2024-02-02 00:00:00+00:00,4358,2024,1,1,4850.7,0.016094584286804103,0.01573565069646319
2024-02-14 00:00:00+00:00,2024-02-15 00:00:00+00:00,4367,2024,1,1,4956.3,0.008754514456348561,0.008399973266347956
2024-02-20 00:00:00+00:00,2024-02-22 00:00:00+00:00,4371,2024,2,1,5008.72,-0.0014414860483317193,-0.001946693411135434
2024-03-10 00:00:00+00:00,2024-03-11 00:00:00+00:00,4385,2024,1,1,5125.63,-0.002120714916995503,-0.0024685906632181355
2024-03-12 00:00:00+00:00,2024-03-13 00:00:00+00:00,4387,2024,1,1,5130.43,0.008973906670590948,0.008626213456875052
2024-03-17 00:00:00+00:00,2024-03-19 00:00:00+00:00,4391,2024,2,1,5121.21,0.004457930840563007,0.003957108931938548
2024-04-03 00:00:00+00:00,2024-04-10 00:00:00+00:00,4404,2024,7,1,5209.82,0.0011228794852797819,-0.00013851017032358933
2024-04-11 00:00:00+00:00,2024-04-24 00:00:00+00:00,4410,2024,13,3,5154.9,0.0034073563332502146,0.001987579144659097
2024-05-24 00:00:00+00:00,2024-05-27 00:00:00+00:00,4441,2024,3,1,5268.59,0.006825355550536205,0.006177218114017769
2024-05-30 00:00:00+00:00,2024-06-05 00:00:00+00:00,4445,2024,6,1,5255.45,0.007175408385580617,0.006068463055811837
2024-06-21 00:00:00+00:00,2024-06-24 00:00:00+00:00,4461,2024,3,1,5474.48,-0.0005827037453784989,-0.001223702829614201
2024-06-25 00:00:00+00:00,2024-06-26 00:00:00+00:00,4463,2024,1,1,5449.63,0.0036828188335722434,0.0033465423595527024
2024-07-18 00:00:00+00:00,2024-08-01 00:00:00+00:00,4480,2024,14,1,5595.18,-0.010205212343481374,-0.012522826492326153
2024-08-02 00:00:00+00:00,2024-08-09 00:00:00+00:00,4491,2024,7,2,5431.15,0.003829921216012999,0.003030258494012124
2024-08-29 00:00:00+00:00,2024-08-30 00:00:00+00:00,4510,2024,1,1,5564.99,0.006668475594745038,0.006336002974748316
2024-09-04 00:00:00+00:00,2024-09-12 00:00:00+00:00,4514,2024,8,2,5524.76,0.01630644214230581,0.01528311534845442
2024-10-02 00:00:00+00:00,2024-10-07 00:00:00+00:00,4534,2024,5,1,5707.21,0.007935576227263486,0.0069964703759709005
2024-10-08 00:00:00+00:00,2024-10-09 00:00:00+00:00,4538,2024,1,1,5705.4,0.00792231920636599,0.007594268879774808
2024-10-10 00:00:00+00:00,2024-10-11 00:00:00+00:00,4540,2024,1,1,5787.96,-0.0006237085259745978,-0.0009492587486206884
2024-10-24 00:00:00+00:00,2024-10-28 00:00:00+00:00,4550,2024,4,1,5805.889999999999,0.005375575493163032,0.004592225500502322
2024-10-31 00:00:00+00:00,2024-11-06 00:00:00+00:00,4556,2024,6,1,5800.75,-0.0014584320992975242,-0.0025474902670631866
2024-11-18 00:00:00+00:00,2024-11-22 00:00:00+00:00,4568,2024,4,1,5871.18,0.012626081980112946,0.011844647356522232
2024-12-17 00:00:00+00:00,2024-12-24 00:00:00+00:00,4589,2024,7,2,6071.82,0.0003577716003137499,-0.0007263921272615843
2024-12-31 00:00:00+00:00,2025-01-06 00:00:00+00:00,4598,2024,6,1,5894.73,0.00829893820412475,0.007212628483408111
2025-01-08 00:00:00+00:00,2025-01-16 00:00:00+00:00,4604,2025,8,1,5907.54,0.0073719348493619385,0.0059804374296801984
2025-01-28 00:00:00+00:00,2025-01-29 00:00:00+00:00,4618,2025,1,1,6025.629999999999,0.005496520695761342,0.00517778516750768
2025-02-04 00:00:00+00:00,2025-02-06 00:00:00+00:00,4623,2025,2,1,6040.200000000001,0.003907155392205208,0.003436042404776536
2025-02-24 00:00:00+00:00,2025-03-10 00:00:00+00:00,4637,2025,14,3,6022.620000000001,-0.04595151142699775,-0.04810445448158002
2025-05-22 00:00:00+00:00,2025-05-28 00:00:00+00:00,4702,2025,6,1,5840.31,0.014721821273185665,0.013633930818740609
2025-06-16 00:00:00+00:00,2025-06-17 00:00:00+00:00,4719,2025,1,1,5953.93,0.01367500121768317,0.013354267148850575
2025-06-18 00:00:00+00:00,2025-06-24 00:00:00+00:00,4721,2025,6,1,5973.48,0.008897660994930945,0.00781358772440857
2025-07-08 00:00:00+00:00,2025-07-09 00:00:00+00:00,4735,2025,1,1,6217.42,0.0016083841850800251,0.0012947679887942488
2025-08-01 00:00:00+00:00,2025-08-08 00:00:00+00:00,4753,2025,7,1,6333.6,0.002611468990779242,0.001384136457412226
2025-08-21 00:00:00+00:00,2025-08-25 00:00:00+00:00,4767,2025,4,2,6396.08,0.013519954611033391,0.0128286287505158
2025-09-02 00:00:00+00:00,2025-09-05 00:00:00+00:00,4775,2025,3,1,6468.58,0.005693676200959175,0.005080749432899827
2025-09-17 00:00:00+00:00,2025-09-18 00:00:00+00:00,4786,2025,1,1,6607.95,-0.0004252453484060448,-0.0007293559903852768
2025-09-24 00:00:00+00:00,2025-09-25 00:00:00+00:00,4791,2025,1,1,6663.61,-0.003128934616521639,-0.003431781200847219
2025-09-26 00:00:00+00:00,2025-09-29 00:00:00+00:00,4793,2025,3,1,6605.74,0.006075019604162568,0.005465302777079859
2025-10-08 00:00:00+00:00,2025-10-09 00:00:00+00:00,4801,2025,1,1,6719.56,0.005324753406473093,0.005023156360767058
2025-10-13 00:00:00+00:00,2025-10-21 00:00:00+00:00,4804,2025,8,1,6622.71,0.017876367831295648,0.01650315001965459
2025-11-03 00:00:00+00:00,2025-11-04 00:00:00+00:00,4820,2025,1,1,6846.67,0.0009113919613477073,0.0006125577795078088
2025-11-05 00:00:00+00:00,2025-11-11 00:00:00+00:00,4822,2025,6,1,6773.219999999999,0.009135979637454605,0.008071672705153573
2025-11-14 00:00:00+00:00,2025-11-25 00:00:00+00:00,4829,2025,11,3,6742.9400000000005,0.004934576101746561,0.003562569765111375
2025-12-17 00:00:00+00:00,2025-12-22 00:00:00+00:00,4852,2025,5,2,6792.53,0.012814026391508526,0.01197870593564877
2025-12-31 00:00:00+00:00,2026-01-06 00:00:00+00:00,4861,2025,6,1,6898.71,0.0008334891595676019,-0.00022813214354558886
2026-01-08 00:00:00+00:00,2026-01-09 00:00:00+00:00,4866,2026,1,1,6927.6900000000005,0.0006567845847604836,0.00035965854659576594
2026-01-14 00:00:00+00:00,2026-01-16 00:00:00+00:00,4870,2026,2,1,6960.16,-0.0016393301303417873,-0.0020885605439465832
2026-01-20 00:00:00+00:00,2026-01-23 00:00:00+00:00,4874,2026,3,2,6877.04,0.0095067567758923,0.008978642582117394
2026-02-04 00:00:00+00:00,2026-02-10 00:00:00+00:00,4885,2026,6,2,6909.700000000001,0.01911558262618429,0.018205400664308435
2026-02-13 00:00:00+00:00,2026-02-19 00:00:00+00:00,4892,2026,6,1,6844.98,0.004693950895400922,0.0036311917638914074
2026-02-24 00:00:00+00:00,2026-02-25 00:00:00+00:00,4899,2026,1,1,6845.51,0.006307784226449176,0.006008925294747147
2026-03-03 00:00:00+00:00,2026-03-16 00:00:00+00:00,4904,2026,13,1,6874.969999999999,-0.03244377793648545,-0.03457534422776462
2026-06-08 00:00:00+00:00,2026-06-15 00:00:00+00:00,4975,2026,7,1,7355.48,0.0172578811987798,0.016052483696207268
2026-06-24 00:00:00+00:00,2026-06-30 00:00:00+00:00,4986,2026,6,1,7379.87,0.007543493313567851,0.00649132290496535
