ts,open,high,low,close,volume
2013-05-14 00:00:00+00:00,1633.4499999999998,1651.33,1629.33,1650.45,0
2013-05-15 00:00:00+00:00,1649.6999999999998,1661.83,1645.08,1657.35,0
2013-05-16 00:00:00+00:00,1657.6,1660.78,1648.28,1651.36,0
2013-05-17 00:00:00+00:00,1651.6100000000001,1667.74,1650.49,1667.07,0
2013-05-20 00:00:00+00:00,1667.05,1672.95,1661.9499999999998,1666.03,0
2013-05-21 00:00:00+00:00,1665.5300000000002,1675.28,1662.28,1667.71,0
2013-05-22 00:00:00+00:00,1667.96,1687.84,1648.65,1659.53,0
2013-05-23 00:00:00+00:00,1659.5300000000002,1660.6599999999999,1634.6599999999999,1652.77,0
2013-05-24 00:00:00+00:00,1653.02,1656.9,1636.4,1651.97,0
2013-05-27 00:00:00+00:00,1651.98,1657.35,1646.35,1655.0,0
2013-05-28 00:00:00+00:00,1654.99,1674.6,1653.35,1657.35,0
2013-05-29 00:00:00+00:00,1655.85,1658.23,1639.73,1648.02,0
2013-05-30 00:00:00+00:00,1648.02,1662.15,1642.65,1655.18,0
2013-05-31 00:00:00+00:00,1655.4299999999998,1659.31,1627.99,1628.37,0
2013-06-03 00:00:00+00:00,1628.39,1640.34,1622.24,1637.79,0
2013-06-04 00:00:00+00:00,1636.8899999999999,1647.13,1623.25,1631.09,0
2013-06-05 00:00:00+00:00,1630.3400000000001,1633.2199999999998,1606.48,1608.87,0
2013-06-06 00:00:00+00:00,1609.37,1625.15,1597.5,1623.07,0
2013-06-07 00:00:00+00:00,1623.02,1644.68,1619.15,1639.7,0
2013-06-10 00:00:00+00:00,1639.67,1649.08,1635.33,1643.16,0
2013-06-11 00:00:00+00:00,1643.04,1643.29,1622.42,1627.95,0
2013-06-12 00:00:00+00:00,1627.8200000000002,1638.45,1609.76,1610.63,0
2013-06-13 00:00:00+00:00,1611.01,1639.64,1597.8899999999999,1636.64,0
2013-06-14 00:00:00+00:00,1638.0,1641.13,1623.63,1624.6,0
2013-06-17 00:00:00+00:00,1624.61,1646.88,1624.3600000000001,1639.61,0
2013-06-18 00:00:00+00:00,1640.7199999999998,1654.6,1638.1,1651.1,0
2013-06-19 00:00:00+00:00,1652.46,1654.8400000000001,1625.9499999999998,1630.53,0
2013-06-20 00:00:00+00:00,1626.4499999999998,1628.58,1583.63,1590.37,0
2013-06-21 00:00:00+00:00,1590.5,1603.38,1577.28,1591.51,0
2013-06-24 00:00:00+00:00,1590.4,1593.0300000000002,1560.03,1573.06,0
2013-06-25 00:00:00+00:00,1572.94,1594.13,1564.8200000000002,1588.03,0
2013-06-26 00:00:00+00:00,1586.42,1607.19,1579.3000000000002,1601.06,0
2013-06-27 00:00:00+00:00,1602.67,1620.05,1600.8000000000002,1612.96,0
2013-06-28 00:00:00+00:00,1612.0900000000001,1620.4699999999998,1600.47,1605.11,0
2013-07-01 00:00:00+00:00,1605.15,1626.63,1599.3899999999999,1612.77,0
2013-07-02 00:00:00+00:00,1612.65,1624.53,1606.5,1613.48,0
2013-07-03 00:00:00+00:00,1613.1100000000001,1619.18,1600.24,1615.43,0
2013-07-04 00:00:00+00:00,1615.42,1632.01,1615.1799999999998,1630.42,0
2013-07-05 00:00:00+00:00,1630.3000000000002,1636.9299999999998,1614.43,1633.1,0
2013-07-08 00:00:00+00:00,1633.08,1645.09,1631.8400000000001,1641.02,0
2013-07-09 00:00:00+00:00,1642.13,1654.26,1641.26,1652.45,0
2013-07-10 00:00:00+00:00,1652.06,1664.08,1646.69,1661.33,0
2013-07-11 00:00:00+00:00,1663.58,1676.85,1662.96,1674.72,0
2013-07-12 00:00:00+00:00,1674.2199999999998,1679.33,1671.6,1675.69,0
2013-07-15 00:00:00+00:00,1675.19,1684.82,1674.94,1683.19,0
2013-07-16 00:00:00+00:00,1682.94,1684.57,1671.57,1676.37,0
2013-07-17 00:00:00+00:00,1676.62,1685.28,1670.75,1681.47,0
2013-07-18 00:00:00+00:00,1681.4699999999998,1693.1,1676.6,1684.92,0
2013-07-19 00:00:00+00:00,1684.42,1695.4699999999998,1680.0500000000002,1695.22,0
2013-07-22 00:00:00+00:00,1695.2199999999998,1699.1,1690.6,1695.35,0
2013-07-23 00:00:00+00:00,1695.1,1700.48,1690.98,1694.28,0
2013-07-24 00:00:00+00:00,1694.2800000000002,1699.9099999999999,1682.28,1689.13,0
2013-07-25 00:00:00+00:00,1688.63,1691.26,1676.51,1691.01,0
2013-07-26 00:00:00+00:00,1690.51,1693.6399999999999,1675.63,1692.15,0
2013-07-29 00:00:00+00:00,1691.4,1692.7800000000002,1681.63,1687.69,0
2013-07-30 00:00:00+00:00,1687.19,1693.32,1682.32,1689.1,0
2013-07-31 00:00:00+00:00,1688.6,1698.38,1684.88,1690.32,0
2013-08-01 00:00:00+00:00,1689.83,1707.96,1688.96,1706.65,0
2013-08-02 00:00:00+00:00,1706.5500000000002,1709.33,1700.18,1708.2800000000002,0
2013-08-05 00:00:00+00:00,1706.5300000000002,1709.38,1703.16,1706.45,0
2013-08-06 00:00:00+00:00,1705.6999999999998,1707.83,1693.33,1697.15,0
2013-08-07 00:00:00+00:00,1696.6599999999999,1697.54,1684.54,1692.52,0
2013-08-08 00:00:00+00:00,1692.02,1700.4,1688.15,1697.45,0
2013-08-09 00:00:00+00:00,1697.1999999999998,1699.33,1685.83,1688.5,0
