ts,close
11/19/2010,21.4
11/22/2010,21.33
11/23/2010,22.59
11/24/2010,21.81
11/26/2010,21.81
11/29/2010,23.35
11/30/2010,25.19
12/01/2010,23.99
12/02/2010,21.99
12/03/2010,21.0
12/06/2010,21.04
12/07/2010,20.97
12/08/2010,20.38
12/09/2010,19.98
12/10/2010,19.84
12/13/2010,20.46
12/14/2010,20.39
12/15/2010,20.74
12/16/2010,20.82
12/17/2010,20.29
12/20/2010,20.1
12/21/2010,19.91
12/22/2010,19.57
12/23/2010,20.44
12/27/2010,21.04
12/28/2010,21.18
12/29/2010,20.84
12/30/2010,21.01
12/31/2010,20.9
01/03/2011,20.62
01/04/2011,20.61
01/05/2011,20.05
01/06/2011,20.35
01/07/2011,20.29
01/10/2011,20.48
01/11/2011,20.14
01/12/2011,19.23
01/13/2011,19.2
01/14/2011,18.37
01/18/2011,18.38
01/19/2011,19.64
01/20/2011,19.9
01/21/2011,19.97
01/24/2011,19.58
01/25/2011,19.34
01/26/2011,18.82
01/27/2011,18.48
01/28/2011,20.59
01/31/2011,20.15
02/01/2011,18.97
02/02/2011,19.09
02/03/2011,18.92
02/04/2011,18.33
02/07/2011,18.26
02/08/2011,17.85
02/09/2011,17.86
02/10/2011,18.1
02/11/2011,17.86
02/14/2011,17.94
02/15/2011,18.27
02/16/2011,18.32
02/17/2011,18.63
02/18/2011,18.9
02/22/2011,21.32
02/23/2011,22.47
02/24/2011,22.26
02/25/2011,20.57
02/28/2011,20.0
03/01/2011,21.9
03/02/2011,21.68
03/03/2011,20.44
03/04/2011,20.8
03/07/2011,21.85
03/08/2011,21.45
03/09/2011,21.82
03/10/2011,22.76
03/11/2011,21.87
03/14/2011,22.49
03/15/2011,24.03
03/16/2011,26.91
03/17/2011,25.44
03/18/2011,24.34
03/21/2011,21.95
03/22/2011,21.7
03/23/2011,20.93
03/24/2011,20.08
03/25/2011,20.03
03/28/2011,20.86
03/29/2011,19.97
03/30/2011,19.75
03/31/2011,19.84
04/01/2011,19.59
04/04/2011,19.39
04/05/2011,19.4
04/06/2011,19.38
04/07/2011,19.5
04/08/2011,20.05
04/11/2011,20.01
04/12/2011,20.33
04/13/2011,19.99
04/14/2011,19.96
04/15/2011,19.17
04/18/2011,19.92
04/19/2011,19.18
04/20/2011,18.48
04/21/2011,18.35
04/25/2011,18.55
04/26/2011,18.27
04/27/2011,17.9
04/28/2011,17.52
04/29/2011,17.5
05/02/2011,18.39
05/03/2011,19.11
05/04/2011,19.44
05/05/2011,19.84
05/06/2011,19.91
05/09/2011,19.2
05/10/2011,18.37
05/11/2011,19.05
05/12/2011,18.44
05/13/2011,19.07
05/16/2011,19.87
05/17/2011,19.45
05/18/2011,18.53
05/19/2011,18.17
05/20/2011,19.05
05/23/2011,19.79
05/24/2011,19.17
05/25/2011,18.87
05/26/2011,18.19
05/27/2011,18.13
05/31/2011,17.56
06/01/2011,19.36
06/02/2011,19.32
06/03/2011,19.47
06/06/2011,19.96
06/07/2011,19.5
06/08/2011,19.95
06/09/2011,19.26
06/10/2011,20.11
06/13/2011,20.44
06/14/2011,19.43
06/15/2011,21.38
06/16/2011,22.61
06/17/2011,22.44
06/20/2011,21.22
06/21/2011,20.5
06/22/2011,20.72
06/23/2011,20.93
06/24/2011,21.92
06/27/2011,21.5
06/28/2011,20.52
06/29/2011,19.42
06/30/2011,18.91
07/01/2011,17.93
07/05/2011,18.11
07/06/2011,18.41
07/07/2011,17.77
07/08/2011,17.96
07/11/2011,19.98
07/12/2011,20.93
07/13/2011,20.85
07/14/2011,21.59
07/15/2011,20.94
07/18/2011,21.84
07/19/2011,20.5
07/20/2011,20.37
07/21/2011,19.2
07/22/2011,19.2
07/25/2011,20.26
07/26/2011,20.89
07/27/2011,22.69
07/28/2011,22.95
07/29/2011,22.91
08/01/2011,22.38
08/02/2011,23.6
08/03/2011,23.12
08/04/2011,28.56
08/05/2011,29.59
08/08/2011,38.1
08/09/2011,31.07
08/10/2011,36.58
08/11/2011,33.82
08/12/2011,32.75
08/15/2011,30.08
08/16/2011,30.44
08/17/2011,30.03
08/18/2011,36.6
08/19/2011,37.9
08/22/2011,38.26
08/23/2011,34.79
08/24/2011,34.8
08/25/2011,36.61
08/26/2011,34.41
08/29/2011,31.98
08/30/2011,32.47
08/31/2011,31.67
09/01/2011,31.99
09/02/2011,33.79
09/06/2011,35.38
09/07/2011,32.96
09/08/2011,33.71
09/09/2011,36.64
09/12/2011,37.06
09/13/2011,36.06
09/14/2011,34.96
09/15/2011,33.52
09/16/2011,32.95
09/19/2011,33.81
09/20/2011,33.62
09/21/2011,36.19
09/22/2011,39.15
09/23/2011,39.55
09/26/2011,38.03
09/27/2011,37.21
09/28/2011,39.52
09/29/2011,38.18
09/30/2011,41.24
10/03/2011,43.38
10/04/2011,40.45
10/05/2011,38.31
10/06/2011,37.04
10/07/2011,37.31
10/10/2011,34.79
10/11/2011,34.06
10/12/2011,32.97
10/13/2011,32.71
10/14/2011,30.39
10/17/2011,33.6
10/18/2011,31.98
10/19/2011,34.39
10/20/2011,34.2
10/21/2011,31.97
10/24/2011,30.47
10/25/2011,32.36
10/26/2011,30.94
10/27/2011,27.03
10/28/2011,26.52
10/31/2011,30.37
11/01/2011,34.02
11/02/2011,32.88
11/03/2011,31.62
11/04/2011,31.23
11/07/2011,31.38
11/08/2011,29.52
11/09/2011,35.49
11/10/2011,33.75
11/11/2011,31.6
11/14/2011,32.72
11/15/2011,32.52
11/16/2011,34.39
11/17/2011,35.32
11/18/2011,34.2
11/21/2011,34.78
11/22/2011,34.24
11/23/2011,35.87
11/25/2011,36.45
11/28/2011,33.94
11/29/2011,33.21
11/30/2011,30.58
12/01/2011,30.03
12/02/2011,29.85
12/05/2011,29.9
12/06/2011,30.16
12/07/2011,30.62
12/08/2011,32.09
12/09/2011,29.53
12/12/2011,30.17
12/13/2011,30.17
12/14/2011,30.42
12/15/2011,29.46
12/16/2011,29.03
12/19/2011,28.74
12/20/2011,26.87
12/21/2011,25.56
12/22/2011,25.28
12/23/2011,25.22
12/27/2011,25.54
12/28/2011,26.75
12/29/2011,26.25
12/30/2011,26.86
01/03/2012,26.05
01/04/2012,25.31
01/05/2012,24.7
01/06/2012,24.09
01/09/2012,24.12
01/10/2012,23.68
01/11/2012,24.11
01/12/2012,24.04
01/13/2012,24.67
01/17/2012,25.0
01/18/2012,24.18
01/19/2012,23.65
01/20/2012,22.82
01/23/2012,22.32
01/24/2012,22.03
01/25/2012,21.36
01/26/2012,21.68
01/27/2012,21.4
01/30/2012,21.92
01/31/2012,22.09
02/01/2012,21.54
02/02/2012,21.01
02/03/2012,20.05
02/06/2012,20.39
02/07/2012,20.14
02/08/2012,20.68
02/09/2012,21.34
02/10/2012,23.28
02/13/2012,22.12
02/14/2012,22.82
02/15/2012,24.12
02/16/2012,23.17
02/17/2012,22.39
02/21/2012,22.35
02/22/2012,22.09
02/23/2012,20.78
02/24/2012,21.18
02/27/2012,21.87
02/28/2012,21.6
02/29/2012,21.8
03/01/2012,21.03
03/02/2012,21.26
03/05/2012,21.99
03/06/2012,23.9
03/07/2012,22.72
03/08/2012,21.84
03/09/2012,21.22
03/12/2012,20.81
03/13/2012,19.6
03/14/2012,20.75
03/15/2012,20.54
03/16/2012,20.37
03/19/2012,19.94
03/20/2012,19.96
03/21/2012,19.25
03/22/2012,19.55
03/23/2012,18.64
03/26/2012,17.43
03/27/2012,18.57
03/28/2012,18.79
03/29/2012,18.84
03/30/2012,18.61
04/02/2012,18.46
04/03/2012,18.81
04/04/2012,19.45
04/05/2012,19.82
04/09/2012,21.21
04/10/2012,22.62
04/11/2012,22.47
04/12/2012,20.25
04/13/2012,21.99
04/16/2012,22.04
04/17/2012,20.85
04/18/2012,21.12
04/19/2012,21.23
04/20/2012,20.48
04/23/2012,21.39
04/24/2012,20.51
04/25/2012,19.46
04/26/2012,18.55
04/27/2012,18.74
04/30/2012,19.32
05/01/2012,19.13
05/02/2012,19.01
05/03/2012,19.5
05/04/2012,20.72
05/07/2012,20.45
05/08/2012,20.81
05/09/2012,21.53
05/10/2012,20.87
05/11/2012,21.55
05/14/2012,22.97
05/15/2012,23.92
05/16/2012,24.92
05/17/2012,26.41
05/18/2012,27.66
05/21/2012,24.71
05/22/2012,25.23
05/23/2012,25.11
05/24/2012,24.78
05/25/2012,24.93
05/29/2012,23.89
05/30/2012,26.19
05/31/2012,26.22
06/01/2012,28.47
06/04/2012,28.12
06/05/2012,26.87
06/06/2012,24.71
06/07/2012,24.47
06/08/2012,23.64
06/11/2012,25.5
06/12/2012,24.94
06/13/2012,26.5
06/14/2012,25.0
06/15/2012,23.67
06/18/2012,22.13
06/19/2012,21.92
06/20/2012,20.84
06/21/2012,23.16
06/22/2012,21.51
06/25/2012,23.03
06/26/2012,22.47
06/27/2012,22.36
06/28/2012,22.25
06/29/2012,20.32
07/02/2012,19.79
07/03/2012,19.32
07/05/2012,20.11
07/06/2012,20.04
07/09/2012,20.37
07/10/2012,20.87
07/11/2012,20.25
07/12/2012,20.69
07/13/2012,19.39
07/16/2012,19.61
07/17/2012,18.92
07/18/2012,18.94
07/19/2012,18.61
07/20/2012,19.64
07/23/2012,21.18
07/24/2012,22.26
07/25/2012,21.88
07/26/2012,20.24
07/27/2012,19.66
07/30/2012,20.13
07/31/2012,20.78
08/01/2012,20.67
08/02/2012,20.23
08/03/2012,18.68
08/06/2012,18.74
08/07/2012,18.81
08/08/2012,18.58
08/09/2012,18.23
08/10/2012,18.14
08/13/2012,18.07
08/14/2012,18.51
08/15/2012,18.86
08/16/2012,18.55
08/17/2012,18.35
08/20/2012,18.59
08/21/2012,18.8
08/22/2012,19.42
08/23/2012,20.09
08/24/2012,19.24
08/27/2012,19.92
08/28/2012,19.82
08/29/2012,20.46
08/30/2012,20.92
08/31/2012,20.62
09/04/2012,20.68
09/05/2012,19.99
09/06/2012,18.62
09/07/2012,17.59
09/10/2012,18.3
09/11/2012,18.29
09/12/2012,17.6
09/13/2012,16.45
09/14/2012,16.9
09/17/2012,17.13
09/18/2012,16.63
09/19/2012,16.49
09/20/2012,16.75
09/21/2012,16.79
09/24/2012,16.59
09/25/2012,17.6
09/26/2012,18.5
09/27/2012,17.07
09/28/2012,17.61
10/01/2012,17.92
10/02/2012,17.74
10/03/2012,17.58
10/04/2012,17.06
10/05/2012,16.93
10/08/2012,17.36
10/09/2012,18.01
10/10/2012,18.13
10/11/2012,17.57
10/12/2012,17.74
10/15/2012,17.11
10/16/2012,16.97
10/17/2012,16.61
10/18/2012,16.58
10/19/2012,18.12
10/22/2012,17.87
10/23/2012,19.45
10/24/2012,19.27
10/25/2012,19.11
10/26/2012,19.02
10/31/2012,19.31
11/01/2012,17.73
11/02/2012,18.55
11/05/2012,18.97
11/06/2012,18.24
11/07/2012,19.81
11/08/2012,19.83
11/09/2012,20.07
11/12/2012,19.15
11/13/2012,18.97
11/14/2012,19.87
11/15/2012,19.79
11/16/2012,18.93
11/19/2012,17.59
11/20/2012,17.28
11/21/2012,17.58
11/23/2012,17.58
11/26/2012,17.31
11/27/2012,17.62
11/28/2012,17.2
11/29/2012,16.82
11/30/2012,17.27
12/03/2012,17.82
12/04/2012,18.19
12/05/2012,17.83
12/06/2012,17.84
12/07/2012,17.29
12/10/2012,17.35
12/11/2012,17.0
12/12/2012,17.43
12/13/2012,17.88
12/14/2012,18.03
12/17/2012,17.5
12/18/2012,16.81
12/19/2012,17.86
12/20/2012,18.14
12/21/2012,18.87
12/24/2012,18.87
12/26/2012,19.93
12/27/2012,19.92
12/28/2012,21.88
12/31/2012,18.73
01/02/2013,16.69
01/03/2013,16.74
01/04/2013,16.34
01/07/2013,16.45
01/08/2013,16.45
01/09/2013,16.5
01/10/2013,16.12
01/11/2013,16.01
01/14/2013,16.29
01/15/2013,16.33
01/16/2013,16.24
01/17/2013,16.08
01/18/2013,15.29
01/22/2013,14.72
01/23/2013,14.5
01/24/2013,14.67
01/25/2013,14.66
01/28/2013,15.07
01/29/2013,14.74
01/30/2013,15.42
01/31/2013,15.55
02/01/2013,14.79
02/04/2013,15.79
02/05/2013,15.3
02/06/2013,15.14
02/07/2013,15.19
02/08/2013,14.8
02/11/2013,14.68
02/12/2013,14.53
02/13/2013,14.63
02/14/2013,14.43
02/15/2013,14.26
02/19/2013,13.99
02/20/2013,15.41
02/21/2013,15.71
02/22/2013,14.98
02/25/2013,17.94
02/26/2013,17.25
02/27/2013,15.66
02/28/2013,16.18
03/01/2013,16.29
03/04/2013,15.42
03/05/2013,14.95
03/06/2013,15.03
03/07/2013,14.74
03/08/2013,14.52
03/11/2013,14.3
03/12/2013,14.58
03/13/2013,14.51
03/14/2013,14.1
03/15/2013,14.26
03/18/2013,15.39
03/19/2013,15.71
03/20/2013,14.93
03/21/2013,15.53
03/22/2013,15.26
03/25/2013,15.3
03/26/2013,14.75
03/27/2013,14.93
03/28/2013,14.64
04/01/2013,15.28
04/02/2013,14.71
04/03/2013,15.49
04/04/2013,15.3
04/05/2013,15.38
04/08/2013,14.71
04/09/2013,14.46
04/10/2013,14.12
04/11/2013,14.17
04/12/2013,14.02
04/15/2013,17.03
04/16/2013,15.1
04/17/2013,16.93
04/18/2013,17.52
04/19/2013,16.17
04/22/2013,15.66
04/23/2013,14.83
04/24/2013,14.97
04/25/2013,14.96
04/26/2013,14.89
04/29/2013,14.92
04/30/2013,14.78
05/01/2013,15.61
05/02/2013,14.87
05/03/2013,14.45
05/06/2013,14.31
05/07/2013,14.35
05/08/2013,14.4
05/09/2013,14.81
05/10/2013,14.71
05/13/2013,15.05
05/14/2013,14.98
05/15/2013,15.05
05/16/2013,15.45
05/17/2013,15.17
05/20/2013,15.31
05/21/2013,15.78
05/22/2013,15.82
05/23/2013,16.0
05/24/2013,15.92
05/28/2013,15.87
05/29/2013,16.15
05/30/2013,16.01
05/31/2013,17.13
06/03/2013,17.22
06/04/2013,17.26
06/05/2013,18.0
06/06/2013,17.55
06/07/2013,16.72
06/10/2013,16.73
06/11/2013,17.91
06/12/2013,19.07
06/13/2013,17.83
06/14/2013,18.3
06/17/2013,17.99
06/18/2013,17.75
06/19/2013,17.78
06/20/2013,20.34
06/21/2013,19.49
06/24/2013,20.73
06/25/2013,19.67
06/26/2013,18.82
06/27/2013,18.56
06/28/2013,18.39
07/01/2013,17.92
07/02/2013,18.02
07/03/2013,17.81
07/05/2013,16.88
07/08/2013,16.41
07/09/2013,15.91
07/10/2013,15.77
07/11/2013,15.5
07/12/2013,15.65
07/15/2013,15.62
07/16/2013,16.01
07/17/2013,15.56
07/18/2013,15.56
07/19/2013,15.04
07/22/2013,14.69
07/23/2013,14.88
07/24/2013,15.19
07/25/2013,15.0
07/26/2013,14.8
07/29/2013,15.11
07/30/2013,14.98
07/31/2013,14.92
08/01/2013,14.55
08/02/2013,14.03
08/05/2013,13.86
08/06/2013,14.56
08/07/2013,14.81
08/08/2013,14.67
08/09/2013,15.1
08/12/2013,15.17
08/13/2013,14.86
08/14/2013,15.24
08/15/2013,16.24
08/16/2013,15.94
08/19/2013,16.4
08/20/2013,16.31
08/21/2013,16.79
08/22/2013,15.99
08/23/2013,15.55
08/26/2013,16.21
08/27/2013,17.68
08/28/2013,17.62
08/29/2013,17.9
08/30/2013,18.05
09/03/2013,17.64
09/04/2013,17.3
09/05/2013,17.14
09/06/2013,17.17
09/09/2013,16.83
09/10/2013,16.11
09/11/2013,15.61
09/12/2013,15.85
09/13/2013,15.7
09/16/2013,15.58
09/17/2013,15.66
09/18/2013,15.18
09/19/2013,15.02
09/20/2013,15.32
09/23/2013,15.92
09/24/2013,15.64
09/25/2013,15.56
09/26/2013,15.41
09/27/2013,16.04
09/30/2013,16.8
10/01/2013,16.13
10/02/2013,16.81
10/03/2013,17.7
10/04/2013,17.21
10/07/2013,19.07
10/08/2013,19.84
10/09/2013,19.29
10/10/2013,17.21
10/11/2013,16.57
10/14/2013,16.92
10/15/2013,18.41
10/16/2013,16.26
10/17/2013,15.44
10/18/2013,14.92
10/21/2013,15.14
10/22/2013,15.02
10/23/2013,15.11
10/24/2013,14.9
10/25/2013,14.87
10/28/2013,14.87
10/29/2013,15.03
10/30/2013,15.13
10/31/2013,15.25
11/01/2013,15.06
11/04/2013,14.68
11/05/2013,14.92
11/06/2013,14.66
11/07/2013,15.36
11/08/2013,14.63
11/11/2013,14.73
11/12/2013,14.88
11/13/2013,14.83
11/14/2013,14.88
11/15/2013,14.8
11/18/2013,14.93
11/19/2013,15.25
11/20/2013,14.99
11/21/2013,14.52
11/22/2013,14.15
11/25/2013,14.43
11/26/2013,14.55
11/27/2013,14.6
11/29/2013,15.03
12/02/2013,15.19
12/03/2013,15.49
12/04/2013,15.57
12/05/2013,15.78
12/06/2013,14.95
12/09/2013,14.93
12/10/2013,15.22
12/11/2013,15.99
12/12/2013,16.12
12/13/2013,16.27
12/16/2013,16.39
12/17/2013,16.5
12/18/2013,14.99
12/19/2013,15.28
12/20/2013,15.01
12/23/2013,14.52
12/24/2013,14.24
12/26/2013,14.03
12/27/2013,13.98
12/30/2013,14.77
12/31/2013,14.77
01/02/2014,15.26
01/03/2014,15.09
01/06/2014,14.82
01/07/2014,14.41
01/08/2014,14.29
01/09/2014,14.29
01/10/2014,13.94
01/13/2014,14.98
01/14/2014,14.49
01/15/2014,14.46
01/16/2014,14.69
01/17/2014,14.63
01/21/2014,14.62
01/22/2014,14.47
01/23/2014,14.98
01/24/2014,17.4
01/27/2014,17.13
01/28/2014,16.2
01/29/2014,17.24
01/30/2014,17.37
01/31/2014,18.09
02/03/2014,20.14
02/04/2014,19.08
02/05/2014,19.67
02/06/2014,17.79
02/07/2014,16.34
02/10/2014,16.32
02/11/2014,15.75
02/12/2014,15.65
02/13/2014,15.5
02/14/2014,15.17
02/18/2014,15.22
02/19/2014,16.29
02/20/2014,15.72
02/21/2014,15.64
02/24/2014,15.5
02/25/2014,15.5
02/26/2014,15.91
02/27/2014,15.63
02/28/2014,15.8
03/03/2014,16.92
03/04/2014,15.69
03/05/2014,15.77
03/06/2014,15.83
03/07/2014,15.87
03/10/2014,15.97
03/11/2014,16.35
03/12/2014,16.08
03/13/2014,17.13
03/14/2014,17.93
03/17/2014,16.69
03/18/2014,16.15
03/19/2014,16.38
03/20/2014,15.86
03/21/2014,16.18
03/24/2014,16.1
03/25/2014,15.53
03/26/2014,16.08
03/27/2014,15.87
03/28/2014,15.46
03/31/2014,15.08
04/01/2014,14.4
04/02/2014,14.45
04/03/2014,14.5
04/04/2014,14.96
04/07/2014,15.9
04/08/2014,15.53
04/09/2014,14.83
04/10/2014,16.07
04/11/2014,16.79
04/14/2014,16.34
04/15/2014,15.99
04/16/2014,15.23
04/17/2014,14.84
04/21/2014,14.75
04/22/2014,14.61
04/23/2014,14.83
04/24/2014,14.77
04/25/2014,15.18
04/28/2014,14.93
04/29/2014,14.83
04/30/2014,14.7
05/01/2014,14.67
05/02/2014,14.68
05/05/2014,14.75
05/06/2014,15.12
05/07/2014,14.62
05/08/2014,14.58
05/09/2014,14.38
05/12/2014,13.88
05/13/2014,14.04
05/14/2014,14.18
05/15/2014,14.86
05/16/2014,14.33
05/19/2014,14.11
05/20/2014,14.41
05/21/2014,13.87
05/22/2014,13.83
05/23/2014,13.62
05/27/2014,13.64
05/28/2014,13.77
05/29/2014,13.71
05/30/2014,13.75
06/02/2014,13.88
06/03/2014,13.82
06/04/2014,13.77
06/05/2014,13.58
06/06/2014,12.83
06/09/2014,13.02
06/10/2014,13.01
06/11/2014,13.29
06/12/2014,14.11
06/13/2014,13.79
06/16/2014,13.97
06/17/2014,13.66
06/18/2014,12.62
06/19/2014,12.7
06/20/2014,12.87
06/23/2014,12.92
06/24/2014,13.38
06/25/2014,13.11
06/26/2014,13.07
06/27/2014,12.82
06/30/2014,13.01
07/01/2014,12.74
07/02/2014,12.49
07/03/2014,12.24
07/07/2014,12.87
07/08/2014,13.21
07/09/2014,12.99
07/10/2014,13.65
07/11/2014,13.28
07/14/2014,12.93
07/15/2014,13.16
07/16/2014,12.63
07/17/2014,14.97
07/18/2014,13.36
07/21/2014,13.8
07/22/2014,13.5
07/23/2014,13.38
07/24/2014,13.45
07/25/2014,14.0
07/28/2014,13.92
07/29/2014,14.22
07/30/2014,14.26
07/31/2014,16.38
08/01/2014,16.78
08/04/2014,15.81
08/05/2014,17.14
08/06/2014,16.93
08/07/2014,17.22
08/08/2014,16.69
08/11/2014,15.76
08/12/2014,15.7
08/13/2014,14.85
08/14/2014,14.43
08/15/2014,14.42
08/18/2014,13.91
08/19/2014,13.79
08/20/2014,13.76
08/21/2014,13.53
08/22/2014,13.51
08/25/2014,13.57
08/26/2014,13.71
08/27/2014,13.92
08/28/2014,14.13
08/29/2014,14.27
09/02/2014,14.46
09/03/2014,14.39
09/04/2014,14.54
09/05/2014,14.08
09/08/2014,14.39
09/09/2014,14.84
09/10/2014,14.63
09/11/2014,14.68
09/12/2014,15.04
09/15/2014,15.58
09/16/2014,14.85
09/17/2014,14.62
09/18/2014,14.23
09/19/2014,14.38
09/22/2014,15.26
09/23/2014,16.07
09/24/2014,15.22
09/25/2014,16.59
09/26/2014,16.02
09/29/2014,16.82
09/30/2014,17.08
10/01/2014,17.62
10/02/2014,17.24
10/03/2014,16.04
10/06/2014,16.55
10/07/2014,17.68
10/08/2014,16.28
10/09/2014,18.09
10/10/2014,19.93
10/13/2014,22.12
10/14/2014,21.37
10/15/2014,23.82
10/16/2014,22.85
10/17/2014,21.25
10/20/2014,19.67
10/21/2014,17.87
10/22/2014,19.06
10/23/2014,18.22
10/24/2014,17.92
10/27/2014,17.86
10/28/2014,16.46
10/29/2014,16.89
10/30/2014,16.74
10/31/2014,16.51
11/03/2014,16.81
11/04/2014,16.93
11/05/2014,16.57
11/06/2014,16.26
11/07/2014,15.83
11/10/2014,15.04
11/11/2014,15.36
11/12/2014,15.74
11/13/2014,15.89
11/14/2014,15.96
11/17/2014,15.93
11/18/2014,15.7
11/19/2014,15.97
11/20/2014,16.01
11/21/2014,15.79
11/24/2014,15.55
11/25/2014,15.41
11/26/2014,15.32
11/28/2014,15.93
12/01/2014,16.74
12/02/2014,15.96
12/03/2014,15.55
12/04/2014,15.64
12/05/2014,15.55
12/08/2014,16.78
12/09/2014,16.89
12/10/2014,19.14
12/11/2014,20.72
12/12/2014,21.0
12/15/2014,21.06
12/16/2014,23.09
12/17/2014,20.43
12/18/2014,18.48
12/19/2014,18.47
12/22/2014,17.59
12/23/2014,17.94
12/24/2014,17.26
12/26/2014,17.16
12/29/2014,17.27
12/30/2014,18.02
12/31/2014,19.74
01/02/2015,19.46
01/05/2015,20.79
01/06/2015,21.42
01/07/2015,20.08
01/08/2015,18.66
01/09/2015,19.32
01/12/2015,20.48
01/13/2015,21.27
01/14/2015,20.93
01/15/2015,22.11
01/16/2015,21.15
01/20/2015,20.87
01/21/2015,20.04
01/22/2015,18.6
01/23/2015,19.0
01/26/2015,18.03
01/27/2015,19.11
01/28/2015,21.44
01/29/2015,20.0
01/30/2015,21.82
02/02/2015,20.91
02/03/2015,19.49
02/04/2015,20.43
02/05/2015,19.27
02/06/2015,19.88
02/09/2015,20.67
02/10/2015,19.73
02/11/2015,19.71
02/12/2015,18.34
02/13/2015,18.13
02/17/2015,18.38
02/18/2015,18.66
02/19/2015,18.01
02/20/2015,17.29
02/23/2015,17.54
02/24/2015,16.71
02/25/2015,16.87
02/26/2015,16.85
02/27/2015,16.89
03/02/2015,16.46
03/03/2015,16.78
03/04/2015,16.91
03/05/2015,16.64
03/06/2015,17.51
03/09/2015,17.31
03/10/2015,18.26
03/11/2015,18.53
03/12/2015,17.39
03/13/2015,17.89
03/16/2015,17.4
03/17/2015,17.48
03/18/2015,16.43
03/19/2015,16.97
03/20/2015,16.71
03/23/2015,16.53
03/24/2015,16.59
03/25/2015,17.57
03/26/2015,17.57
03/27/2015,17.39
03/30/2015,16.92
03/31/2015,17.54
04/01/2015,17.34
04/02/2015,17.22
04/06/2015,16.82
04/07/2015,16.8
04/08/2015,16.4
04/09/2015,16.02
04/10/2015,15.46
04/13/2015,16.32
04/14/2015,15.85
04/15/2015,15.69
04/16/2015,15.33
04/17/2015,16.14
04/20/2015,15.58
04/21/2015,15.52
04/22/2015,15.46
04/23/2015,15.17
04/24/2015,15.26
04/27/2015,15.93
04/28/2015,15.31
04/29/2015,15.97
04/30/2015,16.48
05/01/2015,15.38
05/04/2015,15.43
05/05/2015,16.32
05/06/2015,16.72
05/07/2015,16.74
05/08/2015,15.56
05/11/2015,16.1
05/12/2015,16.4
05/13/2015,16.29
05/14/2015,15.91
05/15/2015,15.57
05/18/2015,15.23
05/19/2015,15.28
05/20/2015,15.15
05/21/2015,14.61
05/22/2015,14.48
05/26/2015,15.48
05/27/2015,14.99
05/28/2015,15.01
05/29/2015,15.38
06/01/2015,15.41
06/02/2015,15.71
06/03/2015,15.36
06/04/2015,16.28
06/05/2015,15.96
06/08/2015,16.6
06/09/2015,16.25
06/10/2015,15.33
06/11/2015,15.1
06/12/2015,15.61
06/15/2015,16.62
06/16/2015,16.2
06/17/2015,16.22
06/18/2015,15.44
06/19/2015,15.91
06/22/2015,14.99
06/23/2015,14.54
06/24/2015,15.18
06/25/2015,15.52
06/26/2015,15.46
06/29/2015,18.72
06/30/2015,18.47
07/01/2015,16.79
07/02/2015,17.68
07/06/2015,18.04
07/07/2015,17.02
07/08/2015,19.25
07/09/2015,19.78
07/10/2015,17.73
07/13/2015,15.94
07/14/2015,15.46
07/15/2015,15.6
07/16/2015,14.73
07/17/2015,14.61
07/20/2015,14.85
07/21/2015,14.75
07/22/2015,14.81
07/23/2015,14.93
07/24/2015,15.65
07/27/2015,16.78
07/28/2015,15.43
07/29/2015,14.92
07/30/2015,14.71
07/31/2015,14.9
08/03/2015,14.84
08/04/2015,15.13
08/05/2015,14.88
08/06/2015,15.55
08/07/2015,15.42
08/10/2015,14.99
08/11/2015,15.94
08/12/2015,15.87
08/13/2015,15.75
08/14/2015,15.51
08/17/2015,15.21
08/18/2015,15.61
08/19/2015,16.5
08/20/2015,18.83
08/21/2015,23.47
08/24/2015,31.14
08/25/2015,29.58
08/26/2015,25.65
08/27/2015,24.86
08/28/2015,25.34
08/31/2015,26.53
09/01/2015,29.53
09/02/2015,26.19
09/03/2015,26.2
09/04/2015,28.07
09/08/2015,25.69
09/09/2015,26.31
09/10/2015,25.65
09/11/2015,24.68
09/14/2015,23.7
09/15/2015,23.12
09/16/2015,22.33
09/17/2015,21.14
09/18/2015,23.2
09/21/2015,21.59
09/22/2015,23.28
09/23/2015,22.88
09/24/2015,23.46
09/25/2015,24.4
09/28/2015,26.38
09/29/2015,26.0
09/30/2015,24.75
10/01/2015,23.83
10/02/2015,22.6
10/05/2015,21.33
10/06/2015,21.59
10/07/2015,20.71
10/08/2015,20.09
10/09/2015,19.85
10/12/2015,19.26
10/13/2015,20.5
10/14/2015,20.81
10/15/2015,19.43
10/16/2015,18.67
10/19/2015,17.86
10/20/2015,18.6
10/21/2015,19.46
10/22/2015,17.16
10/23/2015,17.48
10/26/2015,17.99
10/27/2015,18.14
10/28/2015,17.49
10/29/2015,17.81
10/30/2015,18.4
11/02/2015,17.42
11/03/2015,17.47
11/04/2015,18.31
11/05/2015,17.81
11/06/2015,17.45
11/09/2015,18.85
11/10/2015,18.02
11/11/2015,18.45
11/12/2015,20.17
11/13/2015,21.58
11/16/2015,19.98
11/17/2015,20.43
11/18/2015,19.22
11/19/2015,19.64
11/20/2015,18.94
11/23/2015,18.63
11/24/2015,18.71
11/25/2015,18.19
11/27/2015,17.35
11/30/2015,18.49
12/01/2015,17.58
12/02/2015,18.33
12/03/2015,20.11
12/04/2015,18.17
12/07/2015,18.65
12/08/2015,20.06
12/09/2015,21.05
