ts,close
05/28/2010,32.0
06/01/2010,34.02
06/02/2010,30.59
06/03/2010,30.24
06/04/2010,34.37
06/07/2010,35.3
06/08/2010,33.65
06/09/2010,33.8
06/10/2010,31.47
06/11/2010,30.95
06/14/2010,30.68
06/15/2010,28.45
06/16/2010,28.78
06/17/2010,28.21
06/18/2010,27.96
06/21/2010,27.54
06/22/2010,29.09
06/23/2010,29.26
06/24/2010,31.36
06/25/2010,30.7
06/28/2010,30.96
06/29/2010,34.38
06/30/2010,35.23
07/01/2010,34.49
07/02/2010,33.29
07/06/2010,32.01
07/07/2010,29.72
07/08/2010,28.83
07/09/2010,28.17
07/12/2010,28.39
07/13/2010,28.32
07/14/2010,28.83
07/15/2010,29.23
07/16/2010,30.6
07/19/2010,30.08
07/20/2010,28.22
07/21/2010,29.08
07/22/2010,27.9
07/23/2010,26.99
07/26/2010,26.44
07/27/2010,26.37
07/28/2010,26.71
07/29/2010,27.12
07/30/2010,27.14
08/02/2010,25.4
08/03/2010,26.01
08/04/2010,25.96
08/05/2010,26.16
08/06/2010,26.12
08/09/2010,26.03
08/10/2010,26.31
08/11/2010,28.69
08/12/2010,29.25
08/13/2010,29.97
08/16/2010,29.8
08/17/2010,28.57
08/18/2010,28.58
08/19/2010,29.63
08/20/2010,29.54
08/23/2010,29.29
08/24/2010,30.31
08/25/2010,29.85
08/26/2010,30.37
08/27/2010,28.4
08/30/2010,30.01
08/31/2010,29.04
09/01/2010,27.29
09/02/2010,26.62
09/03/2010,25.31
09/07/2010,26.77
09/08/2010,26.3
09/09/2010,26.1
09/10/2010,25.59
09/13/2010,24.75
09/14/2010,24.74
09/15/2010,24.93
09/16/2010,24.96
09/17/2010,25.12
09/20/2010,24.59
09/21/2010,24.94
09/22/2010,25.16
09/23/2010,26.16
09/24/2010,24.75
09/27/2010,25.2
09/28/2010,25.34
09/29/2010,25.91
09/30/2010,26.4
10/01/2010,25.7
10/04/2010,26.32
10/05/2010,25.08
10/06/2010,24.91
10/07/2010,24.89
10/08/2010,24.06
10/11/2010,23.98
10/12/2010,23.37
10/13/2010,22.98
10/14/2010,23.56
10/15/2010,23.2
10/18/2010,22.8
10/19/2010,23.59
10/20/2010,22.66
10/21/2010,22.22
10/22/2010,21.65
10/25/2010,21.91
10/26/2010,22.2
10/27/2010,22.6
10/28/2010,22.81
10/29/2010,22.95
11/01/2010,23.29
11/02/2010,23.02
11/03/2010,21.65
11/04/2010,20.57
11/05/2010,20.66
11/08/2010,20.73
11/09/2010,21.53
11/10/2010,21.28
11/11/2010,21.47
11/12/2010,22.93
11/15/2010,22.81
11/16/2010,24.08
11/17/2010,23.83
11/18/2010,22.43
